,ObjectID,Title,ConstituentID,Artist,Date,Classification,Department,style,genre,floor,room
47,68536,Eleventh Stone,670,Lee Bontecou,1970,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,412
48,69133,Untitled,4285,Barnett Newman,1961,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,411
49,70094,Fourth Stone,670,Lee Bontecou,1963,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,408
50,71489,Ocean Park,1539,Richard Diebenkorn,1969,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,403
51,71667,Obsidian,3240,Lee Krasner,1962,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,402
52,71905,(Untitled),1172,Bernard Cohen,1964,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,410
53,72107,Sixth Stone I,670,Lee Bontecou,1964,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,404
54,72123,Sixth Stone II,670,Lee Bontecou,1964,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,409
55,72133,Untitled (Peace Symbol and Animal Figures Also Known as I Love Lisa),3213,Willem de Kooning,1970,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,417
56,72338,Firework,1965,Sam Francis,1963,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,408
57,72561,Untitled,2419,Philip Guston,1966,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,401
58,72819,Chinese Wall,1965,Sam Francis,1969,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,414
59,72841,Sulfur Sail,1965,Sam Francis,1969,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,418
60,73431,Adios,5086,Edward Ruscha,1969,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,413
61,73989,Untitled,6147,Esteban Vicente,1961,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,420
62,74386,Untitled,1539,Richard Diebenkorn,1961,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,403
63,74390,Untitled,1539,Richard Diebenkorn,1961,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,413
64,74491,Untitled,1539,Richard Diebenkorn,1950,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,409
65,74690,Untitled,4285,Barnett Newman,1961,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,414
66,74694,Untitled,4285,Barnett Newman,1961,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,414
67,74867,Untitled,5068,Richards Ruben,1961,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,421
68,74870,Untitled,5068,Richards Ruben,1961,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,417
69,74873,Untitled,5068,Richards Ruben,1961,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,413
70,75080,Untitled,132,John Altoon,1968,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,405
71,75085,Untitled,132,John Altoon,1968,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,420
72,75093,Untitled,132,John Altoon,1968,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,410
73,75097,Untitled,132,John Altoon,1968,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,416
74,75109,Untitled,132,John Altoon,1968,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,417
75,75112,Untitled,132,John Altoon,1968,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,401
76,75136,Untitled,132,John Altoon,1968,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,415
77,75139,Untitled,132,John Altoon,1968,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,406
78,75488,Untitled,6147,Esteban Vicente,1962,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,411
79,75576,Untitled,1965,Sam Francis,1963,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,405
80,75593,Dark Egg,1965,Sam Francis,1963,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,417
81,75614,Another Disappearance,1965,Sam Francis,1963,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,419
82,75638,Untitled,2419,Philip Guston,1963,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,401
83,76566,Eighths,3354,Mark Lancaster,1967,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,417
84,76658,Untitled,5988,Cy Twombly,1968,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,403
85,76950,Untitled,132,John Altoon,1965,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,419
86,76965,Untitled,132,John Altoon,1965,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,403
87,77638,Untitled,3576,Frank Lobdell,1966,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,410
88,77643,Untitled,3576,Frank Lobdell,1966,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,403
89,77646,Untitled,3576,Frank Lobdell,1966,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,401
90,77647,Untitled,3576,Frank Lobdell,1966,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,414
91,77649,Untitled,3576,Frank Lobdell,1966,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,415
92,77650,Untitled,3576,Frank Lobdell,1966,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,420
93,77780,Untitled,3576,Frank Lobdell,1966,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,415
94,77781,Untitled,3576,Frank Lobdell,1966,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,421
95,77795,Untitled,3576,Frank Lobdell,1966,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,408
96,77796,Untitled,3576,Frank Lobdell,1966,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,419
97,78157,Etching One,670,Lee Bontecou,1967,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,402
98,82314,Untitled,670,Lee Bontecou,1962,Drawing,Drawings & Prints,Abstract Expressionism,abstract,4th floor,419
99,84715,Untitled,6526,Adja Yunkers,1952,Print,Drawings & Prints,Abstract Expressionism,abstract,4th floor,416
100,90677,Untitled (Florence),7694,Jay DeFeo,1952,Drawing,Drawings & Prints,Abstract Expressionism,abstract,4th floor,401
101,95814,Untitled,1539,Richard Diebenkorn,1970,Drawing,Drawings & Prints,Abstract Expressionism,abstract,4th floor,401
102,96074,Untitled,2419,Philip Guston,1968,Drawing,Drawings & Prints,Abstract Expressionism,abstract,4th floor,412
103,96075,Untitled,2419,Philip Guston,1968,Drawing,Drawings & Prints,Abstract Expressionism,abstract,4th floor,404
104,97664,Untitled,6220,John Walker,1970,Drawing,Drawings & Prints,Abstract Expressionism,abstract,4th floor,413
105,97765,Untitled,18539,Hannah Wilke,1969,Drawing,Drawings & Prints,Abstract Expressionism,abstract,4th floor,407
106,98688,Untitled,5889,Mark Tobey,1960,Drawing,Drawings & Prints,Abstract Expressionism,abstract,4th floor,406
107,100244,Last Piece,2419,Philip Guston,1958,Drawing,Drawings & Prints,Abstract Expressionism,abstract,4th floor,410
108,100246,Untitled,2419,Philip Guston,1963,Drawing,Drawings & Prints,Abstract Expressionism,abstract,4th floor,421
109,100273,Untitled,2419,Philip Guston,1963,Drawing,Drawings & Prints,Abstract Expressionism,abstract,4th floor,409
110,128480,Untitled,5799,Atsuko Tanaka,1956,Drawing,Drawings & Prints,Abstract Expressionism,abstract,4th floor,404
111,143748,Untitled,4873,Milton Resnick,1948,Drawing,Drawings & Prints,Abstract Expressionism,abstract,4th floor,413
112,201417,Untitled,49371,Ray Francis,1964,Photograph,Photography,Abstract Expressionism,abstract,4th floor,401
113,201418,Untitled,49363,Herman Howard,1964,Photograph,Photography,Abstract Expressionism,abstract,4th floor,402
114,201424,Untitled,49368,Shawn W. Walker,1964,Photograph,Photography,Abstract Expressionism,abstract,4th floor,410
115,201430,Untitled,49371,Ray Francis,1965,Photograph,Photography,Abstract Expressionism,abstract,4th floor,418
116,201431,Untitled,49363,Herman Howard,1965,Photograph,Photography,Abstract Expressionism,abstract,4th floor,410
117,201436,Untitled,49368,Shawn W. Walker,1965,Photograph,Photography,Abstract Expressionism,abstract,4th floor,412
118,205273,Untitled,5988,Cy Twombly,1954,Drawing,Drawings & Prints,Abstract Expressionism,abstract,4th floor,405
119,205274,Untitled,5988,Cy Twombly,1954,Drawing,Drawings & Prints,Abstract Expressionism,abstract,4th floor,419
120,205275,Untitled,5988,Cy Twombly,1954,Drawing,Drawings & Prints,Abstract Expressionism,abstract,4th floor,412
121,35435,Untitled,580,Ion Bitzan,1967,Drawing,Drawings & Prints,Art Informel,abstract,4th floor,405
122,38160,Untitled,4245,Ernst Wilhelm Nay,1961,Drawing,Drawings & Prints,Art Informel,abstract,4th floor,415
123,60461,Untitled,884,Alberto Burri,1968,Print,Drawings & Prints,Art Informel,abstract,4th floor,412
124,63928,Composition,1447,Nicolas de Staël,1948,Print,Drawings & Prints,Art Informel,abstract,4th floor,405
125,68207,Twilight,3720,Alfred Manessier,1950,Print,Drawings & Prints,Art Informel,abstract,4th floor,411
126,72671,Untitled,4127,Sadamasa Motonaga,1968,Print,Drawings & Prints,Art Informel,abstract,4th floor,414
127,72851,Untitled,4245,Ernst Wilhelm Nay,1957,Print,Drawings & Prints,Art Informel,abstract,4th floor,403
128,72862,Untitled,4245,Ernst Wilhelm Nay,1957,Print,Drawings & Prints,Art Informel,abstract,4th floor,409
129,72920,Untitled,4245,Ernst Wilhelm Nay,1957,Print,Drawings & Prints,Art Informel,abstract,4th floor,409
130,73328,Untitled,227,François Arnal,1961,Print,Drawings & Prints,Art Informel,abstract,4th floor,420
131,75379,Untitled,573,Julius Bissier,1950,Print,Drawings & Prints,Art Informel,abstract,4th floor,405
132,155078,Untitled,884,Alberto Burri,1968,Print,Drawings & Prints,Art Informel,abstract,4th floor,417
133,155079,Untitled,884,Alberto Burri,1968,Print,Drawings & Prints,Art Informel,abstract,4th floor,421
134,155080,Untitled,884,Alberto Burri,1968,Print,Drawings & Prints,Art Informel,abstract,4th floor,421
135,155081,Untitled,884,Alberto Burri,1968,Print,Drawings & Prints,Art Informel,abstract,4th floor,411
136,155082,Untitled,884,Alberto Burri,1968,Print,Drawings & Prints,Art Informel,abstract,4th floor,402
137,155083,Untitled,884,Alberto Burri,1968,Print,Drawings & Prints,Art Informel,abstract,4th floor,416
138,155084,Untitled,884,Alberto Burri,1968,Print,Drawings & Prints,Art Informel,abstract,4th floor,417
139,8988,Paris Review,1974,Helen Frankenthaler,1967,Design,Architecture & Design,Color Field Painting,abstract,4th floor,409
140,14591,Title Page from 18 Cantos,4285,Barnett Newman,1964,Illustrated Book,Drawings & Prints,Color Field Painting,abstract,4th floor,401
141,33068,Untitled,1587,Piero Dorazio,1959,Drawing,Drawings & Prints,Color Field Painting,abstract,4th floor,410
142,33519,Untitled,4474,Blinky Palermo,1969,Drawing,Drawings & Prints,Color Field Painting,abstract,4th floor,419
143,37059,Untitled,2948,Donald Judd,1966,Drawing,Drawings & Prints,Color Field Painting,abstract,4th floor,403
144,53561,Paris,1973,Robert Frank,1951,Photograph,Photography,Color Field Painting,abstract,4th floor,415
145,61968,Untitled,3048,Ellsworth Kelly,1949,Print,Drawings & Prints,Color Field Painting,abstract,4th floor,405
146,63273,Untitled,1587,Piero Dorazio,1962,Print,Drawings & Prints,Color Field Painting,abstract,4th floor,413
147,68504,What Red Lines Can Do,1974,Helen Frankenthaler,1970,Print,Drawings & Prints,Color Field Painting,abstract,4th floor,411
148,70673,"Red, Blue",2742,John Hoyland,1969,Print,Drawings & Prints,Color Field Painting,abstract,4th floor,409
149,72830,Veiled Sail,1965,Sam Francis,1969,Print,Drawings & Prints,Color Field Painting,abstract,4th floor,415
150,73895,Untitled,4503,Raymond Parker,1961,Print,Drawings & Prints,Color Field Painting,abstract,4th floor,410
151,74526,Variation II on Mauve Corner,1974,Helen Frankenthaler,1969,Print,Drawings & Prints,Color Field Painting,abstract,4th floor,401
152,74779,Untitled,6618,Robert Andrew Parker,1967,Print,Drawings & Prints,Color Field Painting,abstract,4th floor,417
153,74791,Untitled,6618,Robert Andrew Parker,1967,Print,Drawings & Prints,Color Field Painting,abstract,4th floor,404
154,74807,Untitled,6618,Robert Andrew Parker,1967,Print,Drawings & Prints,Color Field Painting,abstract,4th floor,409
155,76137,Untitled,3049,James Kelly,1963,Print,Drawings & Prints,Color Field Painting,abstract,4th floor,404
156,76139,Untitled,3049,James Kelly,1963,Print,Drawings & Prints,Color Field Painting,abstract,4th floor,421
157,76141,Untitled,3049,James Kelly,1963,Print,Drawings & Prints,Color Field Painting,abstract,4th floor,410
158,76143,Untitled,3049,James Kelly,1963,Print,Drawings & Prints,Color Field Painting,abstract,4th floor,418
159,78030,White Portal,1974,Helen Frankenthaler,1967,Print,Drawings & Prints,Color Field Painting,abstract,4th floor,413
160,89080,Paris,1973,Robert Frank,1950,Photograph,Photography,Color Field Painting,abstract,4th floor,410
161,96283,Untitled,2948,Donald Judd,1965,Drawing,Drawings & Prints,Color Field Painting,abstract,4th floor,420
162,96284,Untitled,2948,Donald Judd,1970,Drawing,Drawings & Prints,Color Field Painting,abstract,4th floor,421
163,96323,Untitled,3048,Ellsworth Kelly,1964,Drawing,Drawings & Prints,Color Field Painting,abstract,4th floor,405
164,96927,Untitled,4474,Blinky Palermo,1965,Drawing,Drawings & Prints,Color Field Painting,abstract,4th floor,417
165,89249,Untitled,1859,León Ferrari,1962,Drawing,Drawings & Prints,Conceptual Art,abstract,4th floor,405
166,89251,Untitled,1859,León Ferrari,1962,Drawing,Drawings & Prints,Conceptual Art,abstract,4th floor,412
167,89252,Untitled,1859,León Ferrari,1962,Drawing,Drawings & Prints,Conceptual Art,abstract,4th floor,403
168,89253,Untitled,1859,León Ferrari,1964,Drawing,Drawings & Prints,Conceptual Art,abstract,4th floor,404
169,95458,Untitled,352,Robert Barry,1970,Drawing,Drawings & Prints,Conceptual Art,abstract,4th floor,413
170,101924,Untitled,1859,León Ferrari,1962,Drawing,Drawings & Prints,Conceptual Art,abstract,4th floor,413
171,109517,Untitled,352,Robert Barry,1968,Drawing,Drawings & Prints,Conceptual Art,abstract,4th floor,409
172,116542,Untitled,1859,León Ferrari,1964,Drawing,Drawings & Prints,Conceptual Art,abstract,4th floor,420
173,146955,Untitled,352,Robert Barry,1968,Drawing,Drawings & Prints,Conceptual Art,abstract,4th floor,411
174,59912,Untitled,1913,Adolf Richard Fleischmann,1959,Print,Drawings & Prints,Concretism,abstract,4th floor,420
175,109732,Diagonal,3048,Ellsworth Kelly,1951,Drawing,Drawings & Prints,Concretism,abstract,4th floor,415
176,109733,Diagonal Lines,3048,Ellsworth Kelly,1951,Drawing,Drawings & Prints,Concretism,abstract,4th floor,419
177,72843,In Society (En société),107,Pierre Alechinsky,1962,Print,Drawings & Prints,Expressionism,abstract,4th floor,403
178,139853,Stars and Disasters (Astres et Désastres),107,Pierre Alechinsky,1969,Illustrated Book,Drawings & Prints,Expressionism,abstract,4th floor,408
179,32349,Numbers,2812,Robert Indiana,1968,Illustrated Book,Drawings & Prints,Hard Edge Painting,abstract,4th floor,408
180,37179,"Awnings, Avenue Matignon",3048,Ellsworth Kelly,1950,Drawing,Drawings & Prints,Hard Edge Painting,abstract,4th floor,420
181,65961,Untitled,3537,Alexander Liberman,1961,Print,Drawings & Prints,Hard Edge Painting,abstract,4th floor,415
182,65985,Untitled,3537,Alexander Liberman,1961,Print,Drawings & Prints,Hard Edge Painting,abstract,4th floor,419
183,66004,Untitled,3537,Alexander Liberman,1962,Print,Drawings & Prints,Hard Edge Painting,abstract,4th floor,411
184,66022,Untitled,3537,Alexander Liberman,1962,Print,Drawings & Prints,Hard Edge Painting,abstract,4th floor,420
185,66041,Untitled,3537,Alexander Liberman,1962,Print,Drawings & Prints,Hard Edge Painting,abstract,4th floor,413
186,66063,Untitled,3537,Alexander Liberman,1961,Print,Drawings & Prints,Hard Edge Painting,abstract,4th floor,416
187,67951,Untitled,6586,Larry Zox,1970,Print,Drawings & Prints,Hard Edge Painting,abstract,4th floor,414
188,70367,Untitled,3537,Alexander Liberman,1962,Print,Drawings & Prints,Hard Edge Painting,abstract,4th floor,419
189,70381,Untitled,3537,Alexander Liberman,1962,Print,Drawings & Prints,Hard Edge Painting,abstract,4th floor,417
190,70405,Untitled,3537,Alexander Liberman,1962,Print,Drawings & Prints,Hard Edge Painting,abstract,4th floor,417
191,73229,Homage to the Square: Ten Works by Josef Albers,97,Josef Albers,1962,Print,Drawings & Prints,Hard Edge Painting,abstract,4th floor,420
192,109758,Blue and Red from the series Line Form Color,3048,Ellsworth Kelly,1951,Drawing,Drawings & Prints,Hard Edge Painting,abstract,4th floor,401
193,109763,Blue and White,3048,Ellsworth Kelly,1951,Drawing,Drawings & Prints,Hard Edge Painting,abstract,4th floor,406
194,164629,15 Nov '65,5945,Anne Truitt,1965,Drawing,Drawings & Prints,Hard Edge Painting,abstract,4th floor,414
195,33088,Untitled,1172,Bernard Cohen,1965,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,408
196,34571,Untitled (fire-color painting),3137,Yves Klein,1962,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,419
197,34889,Umble #2,19,Richard Artschwager,1970,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,414
198,34916,Red Bird,3787,Agnes Martin,1964,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,416
199,35139,Untitled,6386,Christopher Wilmarth,1968,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,401
200,35882,Untitled,2375,Jan Groth,1970,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,403
201,36262,Mountain,3787,Agnes Martin,1960,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,421
202,36551,Rook,281,Jo Baer,1962,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,415
203,37153,Untitled,1172,Bernard Cohen,1965,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,411
204,37494,Untitled,5098,Robert Ryman,1965,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,413
205,38158,Untitled,3758,Brice Marden,1965,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,409
206,38280,Tremolo,3787,Agnes Martin,1962,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,403
207,38432,Eagle Turquoise 7H#4,5098,Robert Ryman,1966,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,413
208,38764,Untitled,1172,Bernard Cohen,1965,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,413
209,46585,Untitled,1175,Mark Cohen,1968,Photograph,Photography,Minimalism,abstract,4th floor,416
210,46626,Untitled,1175,Mark Cohen,1967,Photograph,Photography,Minimalism,abstract,4th floor,414
211,61213,Black Series I,5640,Frank Stella,1967,Print,Drawings & Prints,Minimalism,abstract,4th floor,421
212,61216,Marriage of Reason and Squalor from Black Series I,5640,Frank Stella,1967,Print,Drawings & Prints,Minimalism,abstract,4th floor,419
213,65215,"Vertical Lines, Not Touching",3528,Sol LeWitt,1970,Print,Drawings & Prints,Minimalism,abstract,4th floor,404
214,68780,Composite Series,3528,Sol LeWitt,1970,Print,Drawings & Prints,Minimalism,abstract,4th floor,402
215,70101,Vessel,726,Paul Brach,1962,Print,Drawings & Prints,Minimalism,abstract,4th floor,406
216,70655,Black Series II,5640,Frank Stella,1967,Print,Drawings & Prints,Minimalism,abstract,4th floor,415
217,74796,Ifafa I from the V Series,5640,Frank Stella,1968,Print,Drawings & Prints,Minimalism,abstract,4th floor,415
218,74797,V Series,5640,Frank Stella,1968,Print,Drawings & Prints,Minimalism,abstract,4th floor,409
219,82302,Untitled,7961,Mira Schendel,1964,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,417
220,90716,Untitled,3724,Sylvia Plimack Mangold,1968,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,405
221,92909,Untitled,5945,Anne Truitt,1962,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,410
222,94447,Untitled,7961,Mira Schendel,1965,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,415
223,94448,Untitled,7961,Mira Schendel,1964,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,413
224,94450,Untitled,7961,Mira Schendel,1964,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,415
225,94451,Untitled,7961,Mira Schendel,1964,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,405
226,94452,Untitled,7961,Mira Schendel,1964,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,414
227,95442,Sex Symbol,281,Jo Baer,1961,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,421
228,95443,Untitled,281,Jo Baer,1963,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,420
229,96603,Untitled,3758,Brice Marden,1969,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,415
230,96604,Untitled,3758,Brice Marden,1969,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,412
231,97596,Untitled,5983,Richard Tuttle,1965,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,408
232,101925,Untitled,7961,Mira Schendel,1965,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,419
233,109730,Horizontal and Vertical Lines,3048,Ellsworth Kelly,1951,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,403
234,109731,Grid Lines from the series Line Form Color,3048,Ellsworth Kelly,1951,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,415
235,109766,Black on Black,3048,Ellsworth Kelly,1951,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,410
236,110503,Classico 5,5098,Robert Ryman,1968,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,419
237,114246,Untitled,7961,Mira Schendel,1965,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,403
238,114247,Untitled,7961,Mira Schendel,1965,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,417
239,116372,Untitled,7961,Mira Schendel,1964,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,421
240,126031,Sumi Drawing,5945,Anne Truitt,1966,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,408
241,126032,Sumi Drawing,5945,Anne Truitt,1966,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,405
242,126033,Sumi Drawing,5945,Anne Truitt,1966,Drawing,Drawings & Prints,Minimalism,abstract,4th floor,415
